system:index,LST_C,NDBI,NDVI,NDWI,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,latitude,longitude,.geo
27,36.91052042000001,-0.3829367141224151,0.8494464260897764,-0.751367570484166,0.02615999999999999,0.07084750000000001,0.040624999999999994,0.49905000000000005,0.222675,0.09053749999999999,8.962985663066732,-75.55509767484686,"{""type"":""Point"",""coordinates"":[-75.55500374197906,8.962998283019225]}"
28,43.48849991,0.07526042106329464,0.5206502011056472,-0.5671327921032867,0.04986500000000001,0.07564625,0.08632999999999999,0.27386625,0.31844375,0.1725425,8.516163640745683,-76.01404695350352,"{""type"":""Point"",""coordinates"":[-76.0140762477586,8.516262124053156]}"
29,37.344608960000016,0.06694667222740992,0.500700463017927,-0.5828694862724227,0.05140499999999998,0.0832775,0.10514000000000001,0.31600999999999996,0.36135750000000005,0.21742250000000002,9.314676096799525,-75.77042384845032,"{""type"":""Point"",""coordinates"":[-75.77041399329103,9.314665776489518]}"
30,39.016020740000044,-0.27281388632506626,0.7872393795875463,-0.7168576198644873,0.024812499999999987,0.06169000000000002,0.044529999999999986,0.3740625,0.21371,0.10192250000000003,9.197984941392399,-75.51117005745343,"{""type"":""Point"",""coordinates"":[-75.51108664312015,9.198026361379958]}"
31,37.840221860000014,-0.18483983663829154,0.6479075656131307,-0.6184635031590268,0.045685,0.08514749999999999,0.07717249999999999,0.36119249999999997,0.2484975,0.12412874999999998,8.966219598089562,-75.72946067149446,"{""type"":""Point"",""coordinates"":[-75.72943548262597,8.966116169295988]}"
32,35.227145570000005,-0.298422784231438,0.7321423676780966,-0.6496389426387045,0.030491249999999998,0.06710749999999999,0.04886125000000001,0.31596875,0.1707275,0.07887749999999999,9.320065988504242,-75.87795218795942,"{""type"":""Point"",""coordinates"":[-75.87787313480504,9.320119714694421]}"
33,30.433372520000034,-0.38422915388608375,0.7301843834420602,-0.6070432643579924,0.033997499999999986,0.0896575,0.05718000000000001,0.36666499999999996,0.16310999999999998,0.07563249999999999,9.055691800387867,-75.6402579637814,"{""type"":""Point"",""coordinates"":[-75.64032203587416,9.055789320521756]}"
34,38.28456446000001,-0.34274269291456905,0.8061050138176075,-0.7626871008310113,0.026146249999999996,0.04811874999999999,0.03837,0.35741125,0.17494875000000001,0.07235999999999998,8.552275915167288,-76.14124839773486,"{""type"":""Point"",""coordinates"":[-76.1412781023615,8.552225574619351]}"
35,34.03425659000004,-0.3851384470573532,0.8566881315114392,-0.7778033992445567,0.02464749999999999,0.055406250000000004,0.0342175,0.4433075,0.19678375,0.07875374999999998,8.76086472413984,-75.78174262103022,"{""type"":""Point"",""coordinates"":[-75.78183667154688,8.760833598638905]}"
36,45.25048922000002,-0.15787322058644598,0.6143662679052473,-0.591557681372713,0.03617000000000001,0.07632,0.07103999999999999,0.2973925,0.21629500000000002,0.13121,8.891569597979231,-75.79333088819537,"{""type"":""Point"",""coordinates"":[-75.79321294624282,8.89148680420748]}"
37,39.15274154000002,0.0012385260985688746,0.5135212244623958,-0.611496950347851,0.052505000000000024,0.08153125,0.10870125,0.33818875000000004,0.3390275,0.19824125,9.181545771693012,-75.90921355984678,"{""type"":""Point"",""coordinates"":[-75.90924772386191,9.181648790159757]}"
38,39.041655890000015,-0.19653084521536784,0.7317455431848495,-0.6889565175385932,0.03032625,0.05634125000000001,0.04739,0.30593125000000004,0.2054325,0.09745375,8.511312738211437,-76.1700843183551,"{""type"":""Point"",""coordinates"":[-76.16998673682316,8.511293551925682]}"
39,33.577950920000035,-0.16376119902871972,0.6564825905333977,-0.6352587520368966,0.03350249999999999,0.07750249999999997,0.0720575,0.34747,0.24968,0.13577499999999998,9.352405338732545,-75.77338828888792,"{""type"":""Point"",""coordinates"":[-75.77329958005485,9.352336499980014]}"
40,32.56621700000005,-0.2740961479468864,0.7723698167497777,-0.7054665548209981,0.026847499999999996,0.0627625,0.046674999999999994,0.36342,0.207055,0.10263749999999999,9.178850825840653,-75.44918630284917,"{""type"":""Point"",""coordinates"":[-75.44924681758918,9.17874926190018]}"
